Date	Time (UTC)	TTF	Lat	Long	SAT´s	2D/3D	Alt	H-DOP	Temp	X	Y	
2017-09-17	21:00:00	70	45.0574367	 6.5202267	3	2D		3.7	  4	  3	  2
2017-09-17	15:00:00	45	45.0430300	 6.5079950	5	3D	  2777	2.2	  2	  0	  0
2017-09-17	09:00:00	42	45.0407433	 6.5011483	7	3D	  2768	1.5	  8	 13	  4
2017-09-17	03:00:00	43	45.0328917	 6.5084367	5	3D	  2556	1.5	  1	  0	  0
2017-09-16	21:00:00	61	45.0403267	 6.4789250	3	2D		3.5	  0	  6	  3
2017-09-16	15:00:00	43	45.0440683	 6.5022517	7	3D	  2936	1.2	  3	 13	  4
2017-09-16	09:00:00	43	45.0444500	 6.4941267	6	3D	  2692	1.8	  0	  9	  7
2017-09-16	03:00:00	62	45.0644150	 6.4918533	3	2D		2.6	  5	  0	  0
2017-09-15	21:00:00	43	45.0510167	 6.4872133	4	3D	  2658	1.8	  6	  0	  0
2017-09-15	15:00:00	42	45.0534250	 6.4862250	7	3D	  2732	1.6	  8	  0	  0
2017-09-15	09:00:00	44	45.0559833	 6.4845600	5	3D	  2844	2.6	  5	  1	  1
2017-09-15	03:00:00	70	45.0506683	 6.4884433	4	3D	  2670	1.9	  8	  0	  0
2017-09-14	21:00:00		GPS Time Out				     0	0.0	  3	  0	  0
2017-09-14	15:00:00	43	45.0507183	 6.4887083	6	3D	  2671	2.1	  6	  9	  4
2017-09-14	09:00:00		GPS Time Out				     0	0.0	  8	  1	  2
2017-09-14	03:00:00	43	45.0528133	 6.4862800	5	3D	  2736	1.6	  7	  0	  0
2017-09-13	21:00:00	70	45.0582167	 6.5073250	3	2D		2.4	 11	  0	  0
2017-09-13	15:00:00	42	45.0542333	 6.4852117	8	3D	  2751	1.6	 11	  8	  2
2017-09-13	09:00:00	43	45.0543867	 6.4850983	7	3D	  2752	1.5	  8	  8	  3
2017-09-13	03:00:00	45	45.0536850	 6.4867983	4	3D	  2595	1.9	  4	  0	  0
2017-09-12	21:00:00	61	45.0731017	 6.4948683	3	2D		3.9	  5	  1	  0
2017-09-12	15:00:00	42	45.0513717	 6.4861367	8	3D	  2649	1.4	 18	  0	  0
2017-09-12	09:00:00		GPS Time Out				     0	0.0	  4	  0	  0
2017-09-12	03:00:00	61	45.0536100	 6.4930167	4	2D		2.4	  3	  0	  0
2017-09-11	21:00:00	61	45.0554133	 6.5136267	3	2D		2.6	  8	  0	  0
2017-09-11	15:00:00	43	45.0511883	 6.4966650	6	3D	  2734	1.8	 20	  0	  0
2017-09-11	09:00:00	61	45.0505033	 6.4988200	6	3D	  2761	1.4	 14	  0	  0
2017-09-11	03:00:00	43	45.0497850	 6.4905583	5	3D	  2603	1.8	  4	  4	  4
2017-09-10	21:00:00	43	45.0503100	 6.4905167	6	3D	  2673	1.2	  7	  0	  0
2017-09-10	15:00:00	43	45.0501267	 6.4915033	8	3D	  2642	1.1	 13	  0	  1
2017-09-10	09:00:00	43	45.0509217	 6.4866967	6	3D	  2599	1.5	  4	 14	 13
2017-09-10	03:00:00	62	45.0688117	 6.5130333	3	2D		5.1	  0	  9	  3
2017-09-09	21:00:00	61	45.0679350	 6.4923333	3	2D		3.8	  1	  0	  0
2017-09-09	15:00:00	62	45.0634567	 6.4942817	3	2D		3.5	  9	  1	  0
2017-09-09	09:00:00	76	45.0333817	 6.5057167	3	2D		4.1	  7	  5	  2
2017-09-09	03:00:00	62	45.0432317	 6.4921250	5	3D	  2603	2.0	  4	 11	  5
2017-09-08	21:00:00	42	45.0407700	 6.4922950	5	3D	  2590	1.5	  6	  9	  0
2017-09-08	15:00:00	42	45.0471867	 6.4979417	7	3D	  2764	1.5	 20	  0	  0
2017-09-08	09:00:00	42	45.0448550	 6.4951950	4	3D	  2739	3.7	  9	  0	  0
2017-09-08	03:00:00	43	45.0454417	 6.4933200	8	3D	  2633	0.9	  4	  5	  5
2017-09-07	21:00:00	43	45.0454817	 6.4931750	5	3D	  2584	1.5	  6	  2	  5
2017-09-07	15:00:00	42	45.0447417	 6.4960667	7	3D	  2769	1.5	 23	  8	  6
2017-09-07	09:00:00	43	45.0446567	 6.4963050	5	3D	  2772	1.7	  9	  0	  0
2017-09-07	03:00:00	61	45.0461950	 6.4939250	5	3D	  2626	1.8	  6	 18	 13
2017-09-06	21:00:00	43	45.0462133	 6.4945933	5	3D	  2603	1.5	  6	  8	  8
2017-09-06	15:00:00	41	45.0476750	 6.4994817	7	3D	  2790	1.5	 19	  0	  0
2017-09-06	09:00:00	42	45.0480617	 6.4995550	4	3D	  2772	4.0	  8	  5	  3
2017-09-06	03:00:00	42	45.0503650	 6.4911100	5	3D	  2675	1.4	  7	 15	  8
2017-09-05	21:00:00	41	45.0504800	 6.4890300	5	3D	  2619	1.6	  9	  7	  5
2017-09-05	15:00:00	43	45.0533700	 6.4869050	6	3D	  2806	2.1	 17	  1	  2
2017-09-05	09:00:00	42	45.0543917	 6.4857017	6	3D	  2794	2.0	 25	  0	  0
2017-09-05	03:00:00	43	45.0527567	 6.4862783	7	3D	  2740	1.6	  9	  0	  0
2017-09-04	21:00:00	43	45.0510600	 6.4871250	4	3D	  2659	2.6	 10	  0	  0
2017-09-04	15:00:00	43	45.0533583	 6.4869117	6	3D	  2817	2.1	 14	 17	  5
2017-09-04	09:00:00	42	45.0536250	 6.4867817	5	3D	  2788	2.6	 15	  0	  0
2017-09-04	03:00:00	42	45.0527700	 6.4867800	4	3D	  2713	3.5	  9	  0	  0
2017-09-03	21:00:00	42	45.0511783	 6.4871917	4	3D	  2653	2.7	  9	  0	  0
2017-09-03	15:00:00	42	45.0514117	 6.4869383	8	3D	  2656	1.5	 16	 11	  5
2017-09-03	09:00:00	43	45.0512367	 6.4865883	5	3D	  2625	2.6	  8	 11	  8
2017-09-03	03:00:00		GPS Time Out				     0	0.0	  8	  0	  0
2017-09-02	21:00:00		GPS Time Out				     0	0.0	  6	  0	  0
2017-09-02	15:00:00	42	45.0493017	 6.4905267	7	3D	  2555	1.7	  2	 10	  4
2017-09-02	09:00:00	70	45.0880650	 6.4844467	3	2D		6.2	  6	  1	  0
2017-09-02	03:00:00		GPS Time Out				     0	0.0	  7	  1	  0
2017-09-01	21:00:00		GPS Time Out				     0	0.0	  6	  0	  0
2017-09-01	15:00:00	42	45.0496467	 6.4988400	7	3D	  2724	1.6	 17	  4	  0
2017-09-01	09:00:00	43	45.0477833	 6.4983567	7	3D	  2758	1.2	 16	  0	  0
2017-09-01	03:00:00	62	45.0690300	 6.5140900	3	2D		3.7	 13	  0	  0
2017-08-31	21:00:00	44	45.0502367	 6.4929000	5	3D	  2632	1.9	 10	  1	  0
2017-08-31	15:00:00	44	45.0501317	 6.4960350	7	3D	  2685	1.4	  9	  7	  5
2017-08-31	09:00:00	61	45.0500967	 6.4992917	5	3D	  2710	1.8	  7	  5	  7
2017-08-31	03:00:00	43	45.0512233	 6.4870433	5	3D	  2676	2.4	 12	  3	  1
2017-08-30	21:00:00	43	45.0511433	 6.4871350	5	3D	  2660	2.1	 13	  0	  2
2017-08-30	15:00:00	42	45.0540500	 6.4857267	5	3D	  2863	5.3	 16	 15	  5
2017-08-30	09:00:00	46	45.0546900	 6.4870550	4	3D	  2800	9.1	 15	  0	  0
2017-08-30	03:00:00	43	45.0529333	 6.4861950	7	3D	  2727	1.5	 16	  0	  0
2017-08-29	21:00:00	43	45.0518600	 6.4861333	6	3D	  2690	1.5	 15	  0	  0
2017-08-29	15:00:00	42	45.0533533	 6.4868417	5	3D	  2759	2.4	 24	 10	  5
2017-08-29	09:00:00	61	45.0735683	 6.5109667	3	2D		9.6	 16	  0	  0
2017-08-29	03:00:00	42	45.0542250	 6.4854300	6	3D	  2758	2.3	 12	  8	  6
2017-08-28	21:00:00	42	45.0542600	 6.4849483	5	3D	  2747	1.9	 15	  0	  0
2017-08-28	15:00:00	61	45.0690100	 6.4957250	3	2D		14.1	 22	  1	  0
2017-08-28	09:00:00	68	45.0538717	 6.4859133	5	3D	  2779	1.8	 21	  0	  0
2017-08-28	03:00:00	43	45.0519283	 6.4863583	7	3D	  2689	1.5	 14	  0	  0
2017-08-27	21:00:00	43	45.0518950	 6.4862367	5	3D	  2704	1.6	 13	  9	  6
2017-08-27	15:00:00	43	45.0550450	 6.4847167	6	3D	  2794	1.9	 20	 13	  6
2017-08-27	09:00:00	61	45.0547417	 6.4858700	4	3D	  2779	2.6	 17	  0	  1
2017-08-27	03:00:00	43	45.0534767	 6.4860783	5	3D	  2759	3.9	 17	  0	  1
2017-08-26	21:00:00	43	45.0517983	 6.4863750	6	3D	  2697	1.2	 14	  3	  1
2017-08-26	15:00:00	43	45.0534250	 6.4860900	6	3D	  2766	1.9	 23	  5	  3
2017-08-26	09:00:00	43	45.0532783	 6.4865650	4	3D	  2740	2.4	 16	  3	  1
2017-08-26	03:00:00		GPS Time Out				     0	0.0	 14	  0	  2
2017-08-25	21:00:00	43	45.0497133	 6.4905000	5	3D	  2611	1.6	 13	 11	 12
2017-08-25	15:00:00	43	45.0460217	 6.4954667	6	3D	  2686	2.1	 21	  0	  0
2017-08-25	09:00:00		GPS Time Out				     0	0.0	 14	 30	 15
2017-08-25	03:00:00	61	45.0451883	 6.5237417	3	2D		3.4	 14	  0	  0
2017-08-24	21:00:00		GPS Time Out				     0	0.0	 15	  1	  0
2017-08-24	15:00:00	42	45.0501333	 6.4957383	5	3D	  2699	2.1	 17	 15	 10
2017-08-24	09:00:00	42	45.0475583	 6.4988467	5	3D	  2769	1.6	 23	  2	  1
2017-08-24	03:00:00	42	45.0506517	 6.4952400	9	3D	  2710	0.9	 11	  0	  0
2017-08-23	21:00:00	42	45.0505517	 6.4946283	6	3D	  2726	1.2	 16	  0	  0
2017-08-23	15:00:00	43	45.0536550	 6.4912400	6	3D	  2747	1.5	 14	  2	  2
2017-08-23	09:00:00	43	45.0543783	 6.4890967	4	3D	  2833	2.9	 24	  0	  0
2017-08-23	03:00:00	43	45.0501717	 6.4897067	5	3D	  2643	1.8	 13	  5	  9
2017-08-22	21:00:00	43	45.0502017	 6.4896800	5	3D	  2662	1.5	 15	  0	  0
2017-08-22	15:00:00	47	45.0537200	 6.4889533	5	3D	  2846	1.7	 14	  7	  2
2017-08-22	09:00:00	62	45.0497117	 6.4845983	3	2D		2.1	 25	  0	  3
2017-08-22	03:00:00	43	45.0505383	 6.4932517	6	3D	  2670	1.6	 12	  0	  0
2017-08-21	21:00:00	43	45.0508333	 6.4932850	4	3D	  2681	2.2	  9	  7	  4
2017-08-21	15:00:00	42	45.0481367	 6.4982300	8	3D	  2745	1.1	 21	  0	  0
2017-08-21	09:00:00	43	45.0480383	 6.4982200	5	3D	  2739	1.4	 20	  0	  0
2017-08-21	03:00:00	43	45.0503017	 6.4946417	7	3D	  2685	1.3	 11	  0	  0
2017-08-20	21:00:00	62	45.0625150	 6.4996750	3	2D		5.1	 10	  5	  8
2017-08-20	15:00:00	43	45.0505517	 6.4993533	9	3D	  2828	1.0	 24	  0	  0
2017-08-20	09:00:00	43	45.0505400	 6.4993717	6	3D	  2838	1.4	 17	  0	  0
2017-08-20	03:00:00	43	45.0498883	 6.4948633	6	3D	  2660	1.7	  8	  9	  2
2017-08-19	21:00:00	62	45.0635867	 6.4992900	3	2D		4.7	 12	 13	  7
2017-08-19	15:00:00	42	45.0487850	 6.4986533	7	3D	  2720	1.2	 19	  6	  5
2017-08-19	09:00:00	42	45.0485667	 6.4979350	5	3D	  2706	1.4	 22	  1	  4
2017-08-19	03:00:00	42	45.0512283	 6.4867633	4	3D	  2677	3.0	 14	  0	  0
2017-08-18	21:00:00	42	45.0513433	 6.4871833	4	3D	  2644	2.4	 13	 10	  5
2017-08-18	15:00:00	61	45.0512083	 6.4869217	5	3D	  2761	2.2	 21	  0	  2
2017-08-18	09:00:00		GPS Time Out				     0	0.0	 16	  8	  9
2017-08-18	03:00:00	43	45.0499217	 6.4900317	7	3D	  2623	1.3	 16	  9	  4
2017-08-17	21:00:00	66	45.0500050	 6.4901767	5	3D	  2603	1.5	 14	  7	  0
2017-08-17	15:00:00	43	45.0475017	 6.4957833	9	3D	  2720	1.0	 24	  0	  0
2017-08-17	09:00:00	43	45.0476217	 6.4970200	4	3D	  2727	1.6	 23	  4	  1
2017-08-17	03:00:00	43	45.0498883	 6.4899083	5	3D	  2634	1.8	 16	  0	  0
2017-08-16	21:00:00	61	45.0673317	 6.4943667	3	2D		4.0	 15	  3	  0
2017-08-16	15:00:00	43	45.0530467	 6.4898900	7	3D	  2737	1.1	 15	  6	  8
2017-08-16	09:00:00	43	45.0538617	 6.4900683	5	3D	  2772	1.5	 24	  1	  1
2017-08-16	03:00:00		GPS Time Out				     0	0.0	  9	  0	  0
2017-08-15	21:00:00	62	45.0683267	 6.4950050	3	2D		3.9	 12	  0	  0
2017-08-15	15:00:00	43	45.0489983	 6.5005583	6	3D	  2735	1.2	 17	  2	  5
2017-08-15	09:00:00	42	45.0487817	 6.5007100	6	3D	  2718	1.2	 29	  0	  0
2017-08-15	03:00:00	42	45.0487650	 6.5005733	4	3D	  2746	4.3	 14	  0	  0
2017-08-14	21:00:00	42	45.0490683	 6.5007883	6	3D	  2750	2.0	 14	 12	  8
2017-08-14	15:00:00	42	45.0517650	 6.5005300	5	3D	  2695	1.4	 15	  7	  1
2017-08-14	09:00:00	42	45.0485233	 6.5006333	5	3D	  2729	2.9	 18	  4	  3
2017-08-14	03:00:00	42	45.0525967	 6.5019833	6	3D	  2664	1.4	 10	  0	  0
2017-08-13	21:00:00	42	45.0528400	 6.5020283	6	3D	  2685	1.5	 14	  3	  1
2017-08-13	15:00:00	42	45.0536167	 6.5038667	7	3D	  2689	1.3	 20	  7	  8
2017-08-13	09:00:00	42	45.0546267	 6.5030367	5	3D	  2792	1.4	 16	  0	  0
2017-08-13	03:00:00	66	45.0506133	 6.4883783	4	3D	  2677	11.8	 12	  4	  0
2017-08-12	21:00:00	42	45.0500417	 6.4900750	4	3D	  2639	2.3	 16	  0	  0
2017-08-12	15:00:00	44	45.0457950	 6.4946050	6	3D	  2684	1.6	 19	  0	  0
2017-08-12	09:00:00	42	45.0361200	 6.4799083	5	3D	  2448	1.4	 19	  1	  0
2017-08-12	03:00:00		GPS Time Out				     0	0.0	 10	  1	  1
2017-08-11	21:00:00		GPS Time Out				     0	0.0	 10	  1	  0
2017-08-11	15:00:00	42	45.0393500	 6.4758617	6	3D	  2388	2.0	 10	  0	  0
2017-08-11	09:00:00		GPS Time Out				     0	0.0	  6	  1	  0
2017-08-11	03:00:00	44	45.0391083	 6.4761750	4	3D	  2393	3.0	  9	  0	  0
2017-08-10	21:00:00	42	45.0393383	 6.4761467	4	3D	  2378	3.0	 12	  1	  0
2017-08-10	15:00:00	42	45.0504700	 6.4956483	9	3D	  2706	1.0	 22	  4	  2
2017-08-10	09:00:00	43	45.0497050	 6.4971083	4	3D	  2681	1.5	 11	  3	  1
2017-08-10	03:00:00		GPS Time Out				     0	0.0	 10	  0	  1
2017-08-09	21:00:00	43	45.0513233	 6.4953517	7	3D	  2748	1.0	 11	  0	  0
2017-08-09	15:00:00	43	45.0511817	 6.4967317	7	3D	  2758	1.4	 17	  3	  4
2017-08-09	09:00:00	66	45.0540750	 6.4908583	6	3D	  2792	1.4	 14	  6	  3
2017-08-09	03:00:00	42	45.0528600	 6.4862733	5	3D	  2706	1.4	  6	  0	  0
2017-08-08	21:00:00	42	45.0508700	 6.4904300	5	3D	  2724	1.5	 12	  0	  0
2017-08-08	15:00:00	42	45.0513733	 6.4868267	6	3D	  2654	1.6	  8	  7	  1
2017-08-08	09:00:00	82	45.0538417	 6.4857417	5	3D	  2788	2.4	 13	  0	  0
2017-08-08	03:00:00	43	45.0401467	 6.4777283	9	3D	  2448	0.9	 14	  0	  0
2017-08-07	21:00:00	43	45.0394583	 6.4768933	6	3D	  2425	1.3	 14	  8	  4
2017-08-07	15:00:00		GPS Time Out				     0	0.0	 24	  0	  0
2017-08-07	09:00:00		GPS Time Out				     0	0.0	 18	 29	 20
2017-08-07	03:00:00	43	45.0402600	 6.4777133	7	3D	  2444	1.1	 11	  2	  4
2017-08-06	21:00:00	44	45.0399433	 6.4777833	6	3D	  2427	1.3	 11	  8	  4
2017-08-06	15:00:00	44	45.0531033	 6.4861150	5	3D	  2781	2.2	 15	 15	  9
2017-08-06	09:00:00	77	45.0589050	 6.5480367	3	2D		4.8	 15	 20	  5
2017-08-06	03:00:00	43	45.0530817	 6.4864467	6	3D	  2757	1.7	 15	  0	  0
2017-08-05	21:00:00		GPS Time Out				     0	0.0	 15	 32	  8
2017-08-05	15:00:00		GPS Time Out				     0	0.0	 26	  1	  0
2017-08-05	09:00:00	42	45.0535300	 6.4860433	4	3D	  2784	1.7	 15	  8	 12
2017-08-05	03:00:00	61	45.0680783	 6.4838383	3	2D		16.0	 16	  0	  0
2017-08-04	21:00:00	43	45.0518367	 6.4867167	7	3D	  2691	1.4	 13	  2	  6
2017-08-04	15:00:00		GPS Time Out				     0	0.0	 23	  0	  0
2017-08-04	09:00:00		GPS Time Out				     0	0.0	 18	 12	 10
2017-08-04	03:00:00	43	45.0502767	 6.4892733	7	3D	  2632	1.4	 18	  0	  0
2017-08-03	21:00:00	43	45.0510633	 6.4938717	6	3D	  2705	1.1	 18	  0	  0
2017-08-03	15:00:00	89	45.0664883	 6.5023433	3	2D		2.8	 20	 58	 53
2017-08-03	09:00:00	43	45.0521817	 6.4974817	7	3D	  2886	1.1	 25	  0	  0
2017-08-03	03:00:00	43	45.0481600	 6.4970617	6	3D	  2694	1.3	 18	  0	  0
2017-08-02	21:00:00	60	45.0475733	 6.4948750	4	3D	  2652	2.4	 21	  2	  1
2017-08-02	15:00:00	62	45.0467733	 6.4956150	5	3D	  2751	1.9	 19	 25	 13
2017-08-02	09:00:00	43	45.0480133	 6.4998200	5	3D	  2810	1.7	 17	  0	  0
2017-08-02	03:00:00	62	45.0656767	 6.4640133	3	2D		4.1	 16	  0	  0
2017-08-01	21:00:00	43	45.0509567	 6.4901767	6	3D	  2751	1.6	 15	  0	  1
2017-08-01	15:00:00	50	45.0534517	 6.4860183	5	3D	  2780	2.1	 21	 13	  7
2017-08-01	09:00:00	43	45.0543317	 6.4852100	4	3D	  2782	1.7	 14	  2	  4
2017-08-01	03:00:00	61	45.0511633	 6.4873267	6	3D	  2648	1.6	 14	  0	  0
2017-07-31	21:00:00	42	45.0507067	 6.4882183	5	3D	  2586	1.4	 14	  9	  5
2017-07-31	15:00:00	43	45.0480467	 6.4958633	7	3D	  2657	1.1	 19	  5	  4
2017-07-31	09:00:00	77	45.0636200	 6.5089533	3	2D		2.8	 14	 12	 11
2017-07-31	03:00:00	62	45.0498083	 6.4631133	3	2D		2.9	 14	  0	  0
2017-07-30	21:00:00	45	45.0507700	 6.4909817	5	3D	  2706	1.5	 17	  0	  0
2017-07-30	15:00:00	49	45.0503833	 6.4948083	7	3D	  2572	1.2	 16	 20	 12
2017-07-30	09:00:00	62	45.0510600	 6.5232717	3	2D		2.4	 25	  3	  0
2017-07-30	03:00:00	62	45.0637850	 6.4869500	3	2D		4.7	 16	 11	  5
2017-07-29	21:00:00	43	45.0512183	 6.4873083	5	3D	  2635	1.9	 13	  0	  0
2017-07-29	15:00:00	43	45.0520217	 6.4876750	7	3D	  2779	1.6	 12	 12	  9
2017-07-29	09:00:00	61	45.0720567	 6.4810467	3	2D		3.0	 20	  8	  6
2017-07-29	03:00:00	42	45.0499117	 6.4919250	8	3D	  2642	1.0	 13	  0	  0
2017-07-28	21:00:00	43	45.0497867	 6.4905767	7	3D	  2585	1.3	 13	 14	  3
2017-07-28	15:00:00	43	45.0468983	 6.4955417	5	3D	  2682	1.7	 21	 16	 11
2017-07-28	09:00:00	61	45.0435533	 6.5083617	3	2D		2.3	 13	  0	  0
2017-07-28	03:00:00	42	45.0412283	 6.4930717	7	3D	  2639	1.1	 13	  0	  0
2017-07-27	21:00:00	42	45.0395917	 6.4931617	8	3D	  2625	1.0	 11	  0	  0
2017-07-27	15:00:00	61	45.0414283	 6.4995367	7	3D	  2879	1.3	 15	 25	 10
2017-07-27	09:00:00	43	45.0375917	 6.4987967	4	3D	  2902	4.4	 15	 10	  3
2017-07-27	03:00:00	43	45.0330583	 6.5039950	7	3D	  2742	1.2	 11	  6	  7
2017-07-26	21:00:00	43	45.0326633	 6.5034567	9	3D	  2721	1.1	  7	 14	 10
2017-07-26	15:00:00	43	45.0406950	 6.5100983	7	3D	  2767	1.1	 23	  4	  3
2017-07-26	09:00:00	45	45.0408233	 6.5096917	4	3D	  2674	2.2	 20	  2	  2
2017-07-26	03:00:00	74	45.0328350	 6.5141700	5	3D	  2566	1.8	  9	  1	  0
2017-07-25	21:00:00	70	45.0324433	 6.5139117	5	3D	  2604	1.6	 11	 11	 14
2017-07-25	15:00:00	49	45.0330517	 6.5142167	5	3D	  2522	2.0	 15	  0	  0
2017-07-25	09:00:00	70	45.0386750	 6.5340583	3	2D		3.1	  7	  7	  4
2017-07-25	03:00:00		GPS Time Out				     0	0.0	 10	  0	  0
2017-07-24	21:00:00	86	45.0322517	 6.5139450	4	3D	  2561	3.2	 11	 33	 24
2017-07-24	15:00:00	61	45.0459333	 6.5361333	4	2D		5.6	 12	  0	  0
2017-07-24	09:00:00	66	45.0490117	 6.4993917	6	3D	  2792	1.6	  8	 32	 15
2017-07-24	03:00:00	42	45.0506200	 6.4904750	4	3D	  2735	11.3	 14	  0	  0
2017-07-23	21:00:00	42	45.0508733	 6.4906333	8	3D	  2711	1.1	 11	  7	  2
2017-07-23	15:00:00	42	45.0546367	 6.4918300	4	3D	  2835	1.6	 23	  0	  0
2017-07-23	09:00:00	42	45.0560767	 6.4906350	4	3D	  2728	3.3	 17	  0	  0
2017-07-23	03:00:00	43	45.0559367	 6.4934200	6	3D	  2700	1.5	 10	  7	  3
2017-07-22	21:00:00	43	45.0560750	 6.4933033	5	3D	  2706	2.6	 13	 15	  7
2017-07-22	15:00:00	42	45.0581350	 6.4936033	4	3D	  2649	1.6	 15	 17	  7
2017-07-22	09:00:00	42	45.0653183	 6.4868100	7	3D	  3062	1.0	 14	  2	  2
2017-07-22	03:00:00		GPS Time Out				     0	0.0	 13	  0	  0
2017-07-21	21:00:00	79	45.0918367	 6.5089017	3	2D		5.0	 11	  0	  0
2017-07-21	15:00:00	42	45.0725833	 6.4822200	4	3D	  2638	1.3	 19	 13	  8
2017-07-21	09:00:00	62	45.0504767	 6.5094517	3	2D		5.8	 15	  0	  0
2017-07-21	03:00:00	43	45.0905283	 6.4712467	4	3D	  2699	2.7	 15	  0	  0
2017-07-20	21:00:00	43	45.0905150	 6.4717817	7	3D	  2708	1.2	 11	 19	 12
2017-07-20	15:00:00	43	45.0961433	 6.4626500	4	3D	  2690	1.5	 15	  8	  5
2017-07-20	09:00:00	43	45.0925883	 6.4649000	5	3D	  2731	2.6	 15	  5	  4
2017-07-20	03:00:00		GPS Time Out				     0	0.0	 16	  0	  0
2017-07-19	21:00:00	42	45.0766950	 6.4803383	5	3D	  2661	2.1	 15	  2	  2
2017-07-19	15:00:00	61	45.0637400	 6.4858450	3	2D		1.7	 17	 22	 15
2017-07-19	09:00:00	61	45.0409433	 6.5042817	3	2D		4.0	 15	 25	 13
2017-07-19	03:00:00	61	45.0614683	 6.4959983	3	2D		2.6	 12	 21	 10
2017-07-18	21:00:00	43	45.0510883	 6.4871267	7	3D	  2640	1.4	 14	  9	  7
2017-07-18	15:00:00	66	45.0526150	 6.5005350	6	3D	  2748	1.4	 20	 39	 27
2017-07-18	09:00:00	42	45.0529500	 6.5007300	4	3D	  2715	4.1	 23	  2	  2
2017-07-18	03:00:00	71	45.0690483	 6.4903950	3	2D		2.3	 16	  0	  0
2017-07-17	21:00:00	43	45.0528700	 6.5074917	5	3D	  2561	1.8	 14	  9	  4
2017-07-17	15:00:00	44	45.0531083	 6.5034783	6	3D	  2665	1.2	 16	  8	  4
2017-07-17	09:00:00	48	45.0539383	 6.5049250	5	3D	  2703	1.4	 18	 10	  8
2017-07-17	03:00:00	43	45.0494983	 6.5002283	4	3D	  2717	6.5	 15	  1	  1
2017-07-16	21:00:00	62	45.0614400	 6.4766967	3	2D		4.5	 11	 14	 15
2017-07-16	15:00:00	61	45.0529100	 6.5009600	4	3D	  2760	2.9	 23	  0	  0
2017-07-16	09:00:00	43	45.0534617	 6.5007417	5	3D	  2776	1.4	 21	  0	  0
2017-07-16	03:00:00	73	45.0506617	 6.4945150	7	3D	  2695	1.3	 13	 18	 11
2017-07-15	21:00:00	43	45.0506467	 6.4945067	6	3D	  2695	1.6	 12	  2	  1
2017-07-15	15:00:00	44	45.0550967	 6.4874217	7	3D	  2950	1.2	 15	 10	  6
2017-07-15	09:00:00	72	45.0557033	 6.4879183	4	3D	  2930	2.0	 22	  0	  0
2017-07-15	03:00:00	89	45.0712250	 6.5403083	3	2D		4.3	 11	  8	  0
2017-07-14	21:00:00	43	45.0505517	 6.4943967	6	3D	  2717	1.5	  9	  2	  3
2017-07-14	15:00:00	61	45.0543800	 6.4912583	7	3D	  2840	1.2	  6	  9	  4
2017-07-14	09:00:00	43	45.0589367	 6.4895450	6	3D	  2752	1.5	 17	  3	  1
2017-07-14	03:00:00		GPS Time Out				     0	0.0	 12	  0	  0
2017-07-13	21:00:00	88	45.0685617	 6.4787333	3	2D		6.2	 13	 24	 16
2017-07-13	15:00:00	61	45.0589583	 6.4888950	7	3D	  2833	1.3	 14	 20	 16
2017-07-13	09:00:00	61	45.0542583	 6.4874933	6	3D	  2893	1.3	 19	  0	  0
2017-07-13	03:00:00		GPS Time Out				     0	0.0	 14	 12	 10
2017-07-12	21:00:00	87	45.0508267	 6.4906417	5	3D	  2680	1.8	 13	  4	  1
2017-07-12	15:00:00	43	45.0613717	 6.4877367	6	3D	  2869	1.3	 17	  0	  0
2017-07-12	09:00:00		GPS Time Out				     0	0.0	 15	 23	 27
2017-07-12	03:00:00	43	45.0609883	 6.5047967	6	3D	  2500	1.9	 14	 18	  8
2017-07-11	21:00:00	43	45.0612517	 6.5059050	7	3D	  2430	1.1	 12	 13	  3
2017-07-11	15:00:00	60	45.0626667	 6.5018950	5	3D	  2518	3.8	 19	  2	  2
2017-07-11	09:00:00	60	45.0579000	 6.4979700	4	3D	  2605	2.6	 14	 18	  8
2017-07-11	03:00:00	42	45.0610450	 6.5043950	7	3D	  2513	1.2	 13	  0	  0
2017-07-10	21:00:00	42	45.0604517	 6.5058433	6	3D	  2472	2.8	 11	  0	  0
2017-07-10	15:00:00	42	45.0625533	 6.4992833	7	3D	  2654	1.3	 22	 13	  6
2017-07-10	09:00:00	42	45.0609000	 6.4914400	7	3D	  2770	1.0	 23	  0	  0
2017-07-10	03:00:00	62	45.0580950	 6.4490117	3	2D		6.5	 16	  0	  0
2017-07-09	21:00:00	86	45.0608683	 6.5023233	4	3D	  2602	2.3	 14	  0	  0
2017-07-09	15:00:00	66	45.0623150	 6.5033150	7	3D	  2457	1.2	 15	 38	 32
2017-07-09	09:00:00		GPS Time Out				     0	0.0	 19	  1	  0
2017-07-09	03:00:00	42	45.0586167	 6.4968967	6	3D	  2654	1.5	 10	 14	 13
2017-07-08	21:00:00	42	45.0594800	 6.4907333	6	3D	  2747	1.4	 16	  3	  3
2017-07-08	15:00:00	42	45.0553100	 6.4881417	5	3D	  2929	1.9	 17	 12	  8
2017-07-08	09:00:00	42	45.0567117	 6.4871317	6	3D	  3039	1.4	 20	  0	  0
2017-07-08	03:00:00	43	45.0527883	 6.4888950	6	3D	  2808	1.6	 11	  1	  0
2017-07-07	21:00:00	42	45.0503317	 6.4944683	6	3D	  2689	1.5	 15	  7	 10
2017-07-07	15:00:00		GPS Time Out				     0	0.0	 30	  9	 11
