Date	Time (UTC)	TTF	Lat	Long	SAT´s	2D/3D	Alt	H-DOP	Temp	X	Y	
2018-07-19	21:00:00	61	45.0755150	 6.5153983	3	2D		4.8	 13	 17	 13
2018-07-19	15:00:00	71	45.0682617	 6.5047833	4	2D		2.7	 26	 34	 13
2018-07-19	09:00:00	89	45.0521950	 6.4962333	4	3D	  2822	1.9	 17	 15	  7
2018-07-19	03:00:00	43	45.0509783	 6.4870350	6	3D	  2657	1.3	 15	 14	  5
2018-07-18	21:00:00	62	45.0706817	 6.5088850	3	2D		2.7	 14	 27	 19
2018-07-18	15:00:00	43	45.0424833	 6.4971617	8	3D	  2908	1.1	 28	  0	  1
2018-07-18	09:00:00	42	45.0423283	 6.4964600	5	3D	  2899	1.4	 16	  5	  2
2018-07-18	03:00:00	42	45.0399017	 6.4930400	6	3D	  2617	1.6	 18	  7	  3
2018-07-17	21:00:00	41	45.0331550	 6.4983567	9	3D	  2748	1.0	 13	  1	  1
2018-07-17	15:00:00	42	45.0439533	 6.5023967	6	3D	  2931	1.5	 20	 20	 13
2018-07-17	09:00:00	42	45.0440067	 6.5016983	6	3D	  2939	1.6	 21	  0	  0
2018-07-17	03:00:00	42	45.0410067	 6.4990967	5	3D	  2881	2.1	 14	  0	  1
2018-07-16	21:00:00	42	45.0410250	 6.4990850	4	3D	  2882	2.2	 15	  0	  0
2018-07-16	15:00:00	70	45.0409583	 6.4999617	5	3D	  2906	2.8	 20	  0	  0
2018-07-16	09:00:00	42	45.0436917	 6.5051233	6	3D	  2914	1.0	 21	  1	  0
2018-07-16	03:00:00	43	45.0328583	 6.5140600	4	3D	  2561	3.3	 19	  0	  0
2018-07-15	21:00:00	62	45.0493633	 6.5296133	5	3D	   102	2.3	 19	  3	  0
2018-07-15	15:00:00	62	45.0452850	 6.4817883	3	2D		2.0	 19	  0	  0
2018-07-15	09:00:00	43	45.0443867	 6.5093883	5	3D	  2814	1.8	 12	  3	  1
2018-07-15	03:00:00	43	45.0495150	 6.5193083	8	3D	  2384	1.1	 13	 11	  6
2018-07-14	21:00:00	43	45.0529233	 6.5182283	7	3D	  2358	1.1	 13	  7	  6
2018-07-14	15:00:00	43	45.0519617	 6.4967883	5	3D	  2839	5.2	 18	  6	  2
2018-07-14	09:00:00	62	45.0722950	 6.4753183	3	2D		3.3	 23	  0	  0
2018-07-14	03:00:00	43	45.0508717	 6.4882017	5	3D	  2649	1.5	 13	  6	  2
2018-07-13	21:00:00	60	45.0511217	 6.4873933	5	3D	  2640	2.0	 16	  0	  0
2018-07-13	15:00:00	42	45.0522117	 6.4973683	6	3D	  2880	2.4	 28	  0	  0
2018-07-13	09:00:00	42	45.0521717	 6.4979683	7	3D	  2889	1.1	 25	  0	  0
2018-07-13	03:00:00		GPS Time Out				     0	0.0	 12	 28	 13
2018-07-12	21:00:00	45	45.0489917	 6.4902517	5	3D	  2616	1.4	 12	  7	  4
2018-07-12	15:00:00	71	45.0540733	 6.4900583	6	3D	  2795	1.4	 10	 27	 23
2018-07-12	09:00:00	61	45.0784317	 6.4705000	3	2D		3.5	 21	  0	  0
2018-07-12	03:00:00	42	45.0517117	 6.4862267	7	3D	  2676	1.0	 10	  7	 10
2018-07-11	21:00:00	43	45.0508350	 6.4876017	8	3D	  2609	1.2	 11	  4	  2
2018-07-11	15:00:00	42	45.0521750	 6.4981617	5	3D	  2896	2.4	 24	  0	  0
2018-07-11	09:00:00	43	45.0521417	 6.4979267	6	3D	  2881	1.8	 23	  0	  0
2018-07-11	03:00:00	62	45.0619267	 6.5039383	4	3D	   125	1.9	 10	  8	 10
2018-07-10	21:00:00	61	45.0511100	 6.4873117	6	3D	  2637	1.5	 11	 11	  8
2018-07-10	15:00:00	42	45.0565483	 6.4872417	5	3D	  3012	1.2	 27	  0	  0
2018-07-10	09:00:00	42	45.0564917	 6.4866817	4	3D	  3018	2.8	 31	  2	  3
2018-07-10	03:00:00	42	45.0510667	 6.4871867	4	3D	  2634	1.6	 15	  8	  7
2018-07-09	21:00:00	44	45.0547583	 6.4889617	4	3D	  1870	2.1	 17	 16	 14
2018-07-09	15:00:00	60	45.0533050	 6.4900817	8	3D	  2747	1.1	 12	 23	 14
2018-07-09	09:00:00	62	45.0564550	 6.4870950	6	3D	  3040	1.5	 21	  0	  0
2018-07-09	03:00:00	62	45.0610717	 6.5041550	3	2D		2.7	 16	 14	  8
2018-07-08	21:00:00	66	45.0510950	 6.4871467	7	3D	  2646	1.3	 13	 21	 17
2018-07-08	15:00:00	61	45.0287583	 6.5348567	3	2D		6.6	 21	  1	  1
2018-07-08	09:00:00	71	45.0415967	 6.4971567	6	3D	  2944	1.7	 26	  1	  1
2018-07-08	03:00:00	60	45.0434200	 6.5127450	5	3D	  2676	1.8	 15	 21	 14
2018-07-07	21:00:00	43	45.0428467	 6.5134233	6	3D	  2654	1.4	 12	  8	  3
2018-07-07	15:00:00	73	45.0439883	 6.5177833	7	3D	  2452	1.2	 14	 45	 39
2018-07-07	09:00:00	44	45.0473000	 6.5113633	4	3D	  2760	3.2	 16	  3	  4
2018-07-07	03:00:00	44	45.0479633	 6.5172617	6	3D	  2500	1.2	  8	 10	  6
2018-07-06	21:00:00	43	45.0470367	 6.5151300	6	3D	  2576	1.4	 13	  0	  0
2018-07-06	15:00:00	62	45.0424033	 6.5163083	6	3D	  2463	1.4	 14	 19	 12
2018-07-06	09:00:00	43	45.0471250	 6.5145183	4	3D	  2627	2.8	 19	  6	  5
2018-07-06	03:00:00	77	45.0467233	 6.5150683	4	3D	  2582	2.3	  9	 15	  8
2018-07-05	21:00:00	43	45.0520967	 6.5178433	7	3D	  2393	1.3	 10	  1	  0
2018-07-05	15:00:00	42	45.0535550	 6.5166617	7	3D	  2408	1.2	 16	 15	 14
2018-07-05	09:00:00		GPS Time Out				     0	0.0	 25	 40	 22
2018-07-05	03:00:00	44	45.0510600	 6.4904250	4	3D	  2731	2.8	 12	  1	  0
2018-07-04	21:00:00	43	45.0507967	 6.4884183	5	3D	  2649	1.8	 13	 12	  7
2018-07-04	15:00:00	43	45.0551583	 6.4876350	4	3D	  2979	1.3	 17	  2	  8
2018-07-04	09:00:00	42	45.0556350	 6.4878483	5	3D	  2930	1.7	 21	  4	  3
2018-07-04	03:00:00	42	45.0521367	 6.4862750	4	3D	  2705	1.6	  9	  5	  5
2018-07-03	21:00:00	42	45.0514033	 6.4863167	7	3D	  2662	1.2	 12	 10	  4
2018-07-03	15:00:00	42	45.0500033	 6.4922883	5	3D	  2646	2.3	 16	 17	 10
2018-07-03	09:00:00	43	45.0535983	 6.4859800	4	3D	  2818	2.6	 18	  0	  0
2018-07-03	03:00:00		GPS Time Out				     0	0.0	 16	  0	  0
2018-07-02	21:00:00	43	45.0509483	 6.4901917	5	3D	  2692	2.3	 19	  0	  0
2018-07-02	15:00:00	42	45.0522717	 6.4964617	7	3D	  2818	1.5	 26	  1	  0
2018-07-02	09:00:00	73	45.0524167	 6.4960150	4	3D	  2864	2.1	 24	  2	  3
2018-07-02	03:00:00	43	45.0510417	 6.4909333	4	3D	  2724	2.4	 15	  9	  2
2018-07-01	21:00:00	43	45.0496450	 6.4911333	8	3D	  2620	1.1	 17	  0	  1
2018-07-01	15:00:00	42	45.0516183	 6.4959117	7	3D	  2772	1.3	 25	 14	  5
2018-07-01	09:00:00	61	45.0498817	 6.5141083	4	3D	   102	2.2	 20	  0	  0
2018-07-01	03:00:00	70	45.0658300	 6.5256583	3	2D		3.2	 20	  1	  0
2018-06-30	20:00:00	42	45.0592217	 6.5049600	9	3D	  2514	1.0	 14	 16	  6
2018-06-30	16:00:00	67	45.0620600	 6.4898717	5	3D	  2811	1.6	 24	  3	  3
2018-06-30	12:00:00	43	45.0540200	 6.4873700	4	3D	  2831	2.5	 18	 11	  7
2018-06-30	08:00:00	42	45.0540467	 6.4875667	7	3D	  2880	1.7	 15	  0	  0
2018-06-30	04:00:00	42	45.0511533	 6.4909200	5	3D	  2734	1.5	 11	 11	 11
2018-06-30	00:00:00	43	45.0503783	 6.4896233	5	3D	  2658	1.8	 13	  9	  2
2018-06-29	20:00:00	43	45.0497483	 6.4900133	8	3D	  2613	1.2	 13	  2	  5
2018-06-29	16:00:00	42	45.0499483	 6.4919333	8	3D	  2634	1.0	 15	  9	  6
2018-06-29	12:00:00	43	45.0530267	 6.4955167	5	3D	  2794	1.8	 26	  3	  3
2018-06-29	08:00:00	43	45.0531033	 6.4953767	7	3D	  2795	1.2	 25	  6	  5
2018-06-29	04:00:00	43	45.0530950	 6.4951400	5	3D	  2797	2.2	 11	  0	  0
2018-06-29	00:00:00	42	45.0567933	 6.4980350	7	3D	  2619	1.3	 11	 10	 11
2018-06-28	20:00:00	43	45.0570867	 6.4980233	10	3D	  2631	0.9	 12	 11	  5
2018-06-28	16:00:00	43	45.0590617	 6.4922750	8	3D	  2725	1.2	 13	  4	  5
2018-06-28	12:00:00	43	45.0645983	 6.4910500	4	3D	  2858	3.0	 24	  1	  1
2018-06-28	08:00:00	43	45.0609567	 6.4968317	8	3D	  2835	0.9	 28	  0	  0
2018-06-28	04:00:00	43	45.0602533	 6.5024333	6	3D	  2559	1.3	 10	  1	  1
2018-06-28	00:00:00	42	45.0600400	 6.5028950	6	3D	  2578	1.2	 17	  0	  1
2018-06-27	20:00:00	42	45.0598667	 6.5070667	9	3D	  2400	1.0	 11	  6	  4
2018-06-27	16:00:00	43	45.0601483	 6.4950417	7	3D	  2751	1.2	 10	  7	  4
2018-06-27	12:00:00	42	45.0537217	 6.4874500	4	3D	  2857	1.9	 19	  0	  0
2018-06-27	08:00:00	43	45.0538833	 6.4875017	9	3D	  2886	0.8	 21	  1	  0
2018-06-27	04:00:00	43	45.0538267	 6.4875317	6	3D	  2887	1.2	  9	 11	 13
2018-06-27	00:00:00	42	45.0507833	 6.4906733	5	3D	  2712	4.3	 18	  0	  0
2018-06-26	20:00:00	62	45.0502817	 6.4905350	8	3D	  2665	1.2	 11	 21	 18
2018-06-26	16:00:00	43	45.0513133	 6.4864050	8	3D	  2657	1.2	 15	 14	  4
2018-06-26	12:00:00	62	45.0541417	 6.4860250	4	3D	  2821	2.7	 28	  2	  3
2018-06-26	08:00:00	66	45.0537433	 6.4863800	5	3D	  2770	1.5	 13	 11	 10
2018-06-26	04:00:00	42	45.0521683	 6.4865300	4	3D	  2715	2.2	  6	  1	  5
2018-06-26	00:00:00		GPS Time Out				     0	0.0	 19	 37	 38
2018-06-25	20:00:00	42	45.0517867	 6.4866817	9	3D	  2699	1.1	  8	 10	  9
2018-06-25	16:00:00	42	45.0457167	 6.4792283	7	3D	  2543	1.2	 15	  8	  4
2018-06-25	12:00:00	42	45.0408850	 6.4625650	6	3D	  2723	1.3	 19	  1	  4
2018-06-25	08:00:00	42	45.0412633	 6.4617417	7	3D	  2744	1.0	 17	  0	  0
2018-06-25	04:00:00		GPS Time Out				     0	0.0	 10	 14	 14
2018-06-25	00:00:00	43	45.0334867	 6.4551333	4	3D	  2214	12.2	 10	  9	  8
2018-06-24	20:00:00	30	45.0397333	 6.4690267	6	3D	  2347	1.9	  9	  5	  2
2018-06-24	16:00:00	42	45.0515117	 6.4868200	6	3D	  2729	2.0	 17	  0	  0
2018-06-24	12:00:00	42	45.0528417	 6.4855217	4	3D	  2774	11.6	 21	  0	  1
2018-06-24	08:00:00	42	45.0538550	 6.4862950	4	3D	  2704	1.7	 13	 12	  3
2018-06-24	04:00:00		GPS Time Out				     0	0.0	 10	 39	 21
2018-06-24	00:00:00		GPS Time Out				     0	0.0	 15	  1	  0
2018-06-23	20:00:00	43	45.0509983	 6.4902667	8	3D	  2722	1.4	 10	  0	  0
2018-06-23	16:00:00	43	45.0501317	 6.4907717	7	3D	  2650	1.2	 16	 14	  6
2018-06-23	12:00:00	43	45.0458167	 6.4964283	5	3D	  2828	1.5	 21	  2	  4
2018-06-23	08:00:00	43	45.0459500	 6.4967017	7	3D	  2855	1.8	 25	  0	  0
2018-06-23	04:00:00	43	45.0414817	 6.4926867	6	3D	  2625	1.2	  6	 10	  5
2018-06-23	00:00:00	42	45.0388033	 6.4940217	6	3D	  2680	1.3	 13	  1	  0
2018-06-22	20:00:00	30	45.0387800	 6.4924733	7	3D	  2528	1.5	 10	 14	 12
2018-06-22	16:00:00	43	45.0354767	 6.4985500	8	3D	  2871	0.9	 16	  3	  0
2018-06-22	12:00:00		GPS Time Out				     0	0.0	 18	 12	 15
2018-06-22	08:00:00	43	45.0368067	 6.4995183	10	3D	  2931	0.8	 16	 16	  7
2018-06-22	04:00:00	43	45.0312033	 6.4964050	7	3D	  2703	1.1	  7	 10	  2
2018-06-22	00:00:00	42	45.0310100	 6.4925317	6	3D	  2527	1.3	 13	  0	  0
2018-06-21	20:00:00	43	45.0316650	 6.4915750	7	3D	  2426	1.5	 11	 15	 13
2018-06-21	16:00:00	43	45.0411567	 6.4957567	8	3D	  2822	1.2	 25	  0	  0
2018-06-21	12:00:00	42	45.0412083	 6.4962750	5	3D	  2821	1.5	 23	  1	  2
2018-06-21	08:00:00	43	45.0411683	 6.4962583	7	3D	  2837	1.3	 14	 11	  2
2018-06-21	04:00:00	43	45.0407083	 6.4929450	4	3D	  2625	2.0	  9	 12	  6
2018-06-21	00:00:00	42	45.0379500	 6.4935483	5	3D	  2604	1.5	 12	 12	  4
2018-06-20	20:00:00	30	45.0376767	 6.4932700	8	3D	  2593	1.4	 13	  4	  5
2018-06-20	16:00:00	42	45.0434600	 6.4936983	9	3D	  2691	1.1	 19	 19	 11
2018-06-20	12:00:00	42	45.0442100	 6.4989750	7	3D	  3027	1.0	 28	  2	  1
2018-06-20	08:00:00	43	45.0442850	 6.4989933	6	3D	  3040	1.6	 10	 13	  6
2018-06-20	04:00:00	43	45.0445550	 6.5132000	5	3D	  2622	2.0	 12	 12	  9
2018-06-20	00:00:00	42	45.0448383	 6.5134283	6	3D	  2616	1.8	 18	  0	  0
2018-06-19	20:00:00	42	45.0429717	 6.5135417	10	3D	  2638	1.0	 11	  9	 12
2018-06-19	16:00:00	61	45.0363000	 6.5199267	7	3D	  2542	1.2	 16	 44	 33
2018-06-19	12:00:00	43	45.0365783	 6.5175550	5	3D	  2662	1.4	 21	  4	  4
2018-06-19	08:00:00	43	45.0382550	 6.5163850	5	3D	  2608	2.1	 22	  0	  0
2018-06-19	04:00:00	43	45.0359717	 6.5197217	6	3D	  2540	1.4	 10	 11	  6
2018-06-19	00:00:00	42	45.0356333	 6.5238383	7	3D	  2423	1.0	 17	  0	  0
2018-06-18	20:00:00	43	45.0346683	 6.5234900	9	3D	  2394	1.0	 12	 23	 17
2018-06-18	16:00:00	61	45.0432883	 6.5128783	8	3D	  2662	1.1	 12	 10	  7
2018-06-18	12:00:00	53	45.0436917	 6.5113533	5	3D	  2764	1.5	 20	 15	 16
2018-06-18	08:00:00	43	45.0435517	 6.5114617	6	3D	  2737	1.4	 25	  3	  5
2018-06-18	04:00:00	43	45.0434883	 6.5119583	7	3D	  2700	1.1	  8	  9	  9
2018-06-18	00:00:00	42	45.0463450	 6.5215000	8	3D	  2357	1.0	 11	  0	  2
2018-06-17	20:00:00	43	45.0462317	 6.5224000	10	3D	  2332	0.9	  9	 16	  7
2018-06-17	16:00:00	61	45.0494683	 6.5166300	6	3D	  2434	1.3	 17	 23	 16
2018-06-17	12:00:00	43	45.0472817	 6.5131283	5	3D	  2616	1.3	 21	  0	  0
2018-06-17	08:00:00	42	45.0473583	 6.5132417	6	3D	  2653	1.7	 19	  4	  8
2018-06-17	04:00:00	42	45.0483833	 6.5187400	4	3D	  2407	5.0	  7	 13	  6
2018-06-17	00:00:00	42	45.0541300	 6.5171883	8	3D	  2363	1.0	 14	  0	  0
2018-06-16	20:00:00	43	45.0563767	 6.5207833	10	3D	  2251	0.9	 11	 19	 17
2018-06-16	16:00:00	67	45.0440183	 6.5131450	5	3D	  2654	2.8	 13	 21	 16
2018-06-16	12:00:00	43	45.0436600	 6.5113033	5	3D	  2769	1.5	 20	  0	  0
2018-06-16	08:00:00	43	45.0475767	 6.5141000	7	3D	  2604	1.3	 17	 17	  4
2018-06-16	04:00:00	43	45.0538567	 6.5167717	6	3D	  2384	1.3	  9	  4	  1
2018-06-16	00:00:00	42	45.0573417	 6.5189717	8	3D	  2273	1.0	 17	  2	  6
2018-06-15	20:00:00	43	45.0567783	 6.5198850	9	3D	  2244	1.2	 12	  8	  5
2018-06-15	16:00:00	61	45.0604683	 6.5003400	6	3D	  2604	1.2	  9	 21	 19
2018-06-15	12:00:00	42	45.0531900	 6.4861183	5	3D	  2754	1.5	 25	  3	  3
2018-06-15	08:00:00	71	45.0536050	 6.4863350	6	3D	  2779	1.5	 13	 22	 16
2018-06-15	04:00:00	60	45.0506033	 6.4885283	4	3D	  2627	1.6	 12	 17	 12
2018-06-15	00:00:00	42	45.0507783	 6.4887183	5	3D	  2645	1.7	 18	  1	  0
2018-06-14	20:00:00	43	45.0507883	 6.4885683	7	3D	  2658	1.7	  8	  9	  4
2018-06-14	16:00:00	42	45.0508733	 6.4969883	5	3D	  2741	2.2	 17	  3	  4
2018-06-14	12:00:00	42	45.0420800	 6.5088900	4	3D	  2859	1.6	 20	  0	  0
2018-06-14	08:00:00	42	45.0470817	 6.5131167	5	3D	  2650	1.7	 21	  0	  0
2018-06-14	04:00:00	42	45.0367183	 6.5199983	6	3D	  2514	1.6	  7	 11	  7
2018-06-14	00:00:00	41	45.0312617	 6.5259817	9	3D	  2329	0.9	 13	  7	 10
2018-06-13	20:00:00	42	45.0300233	 6.5253400	9	3D	  2302	1.7	  7	 11	  8
2018-06-13	16:00:00	42	45.0300283	 6.5249000	8	3D	  2327	1.0	  9	  9	  7
2018-06-13	12:00:00	43	45.0306100	 6.4969267	5	3D	  2690	1.4	  9	 20	 16
2018-06-13	08:00:00	62	45.0151033	 6.5121267	3	2D		5.3	 16	  2	  2
2018-06-13	04:00:00		GPS Time Out				     0	0.0	 15	  1	  0
2018-06-13	00:00:00	57	45.0301600	 6.4834683	5	3D	  2237	1.4	 17	 12	 16
2018-06-12	20:00:00	42	45.0300650	 6.4837600	8	3D	  2242	1.2	 10	 11	  6
2018-06-12	16:00:00	61	45.0304833	 6.4839850	5	3D	  2228	2.2	 12	  9	  2
2018-06-12	12:00:00	72	45.0358333	 6.4813633	5	3D	  2427	1.4	 15	 20	 15
2018-06-12	08:00:00	43	45.0396650	 6.4779467	6	3D	  2458	1.1	 13	  3	  5
2018-06-12	04:00:00	61	45.0347733	 6.4754017	5	3D	  2203	1.7	  9	 12	  6
2018-06-12	00:00:00		GPS Time Out				     0	0.0	 18	  3	  3
2018-06-11	20:00:00	42	45.0337017	 6.4753100	8	3D	  2174	1.4	 11	  8	  2
2018-06-11	16:00:00	43	45.0313783	 6.4811300	8	3D	  2252	1.0	 14	 11	 12
2018-06-11	12:00:00	62	45.0308050	 6.4785567	5	3D	  2265	1.4	 17	 13	 13
2018-06-11	08:00:00		GPS Time Out				     0	0.0	 18	 25	 12
2018-06-11	04:00:00	60	45.0334017	 6.4754133	4	3D	  2177	1.8	 12	 15	  7
2018-06-11	00:00:00	85	45.0331217	 6.4755717	5	3D	  2188	1.4	 19	  8	  9
2018-06-10	20:00:00	42	45.0336733	 6.4753683	8	3D	  2184	1.4	 13	 11	  8
2018-06-10	16:00:00	42	45.0391383	 6.4725517	7	3D	  2328	1.2	 17	  7	  0
2018-06-10	12:00:00	42	45.0359867	 6.4623533	5	3D	  2334	1.4	 23	  0	  0
2018-06-10	08:00:00	42	45.0356350	 6.4610633	7	3D	  2387	1.1	 14	  5	  0
2018-06-10	04:00:00	42	45.0293300	 6.4647933	4	3D	  2158	2.5	 10	 10	  9
2018-06-10	00:00:00	41	45.0303667	 6.4644467	6	3D	  2186	1.3	 19	  0	  0
2018-06-09	20:00:00	42	45.0283683	 6.4644367	8	3D	  2212	1.5	 11	  2	  1
2018-06-09	16:00:00	42	45.0306517	 6.4575900	7	3D	  2204	1.0	 16	  5	  5
2018-06-09	12:00:00	42	45.0352850	 6.4537333	6	3D	  2262	1.3	 17	  1	  5
2018-06-09	08:00:00	42	45.0352250	 6.4593667	8	3D	  2422	1.0	 20	 12	 12
2018-06-09	04:00:00	42	45.0277717	 6.4643633	5	3D	  2190	1.7	  9	 10	  5
2018-06-09	00:00:00	41	45.0254517	 6.4648317	7	3D	  2165	1.0	 17	  0	  0
2018-06-08	20:00:00	43	45.0249867	 6.4646000	9	3D	  2140	1.1	 12	 12	  6
2018-06-08	16:00:00	43	45.0307850	 6.4667733	7	3D	  2124	1.1	 15	  8	  5
2018-06-08	12:00:00	43	45.0354917	 6.4617150	6	3D	  2364	1.3	 12	  5	  5
2018-06-08	08:00:00	43	45.0356417	 6.4628933	6	3D	  2344	1.2	 11	 16	 15
2018-06-08	04:00:00	44	45.0377067	 6.4740283	4	3D	  2369	2.6	 10	 13	 10
2018-06-08	00:00:00	44	45.0365217	 6.4736433	6	3D	  2180	1.7	 15	  2	  0
2018-06-07	20:00:00	42	45.0365183	 6.4735483	8	3D	  2195	1.4	 13	  0	  0
2018-06-07	16:00:00	43	45.0357133	 6.4689617	7	3D	  2175	1.1	 15	 15	  7
2018-06-07	12:00:00	42	45.0358033	 6.4677883	7	3D	  2198	1.0	 16	 16	 11
2018-06-07	08:00:00	43	45.0381467	 6.4684000	7	3D	  2317	1.1	 14	 10	  9
2018-06-07	04:00:00	43	45.0311117	 6.4745083	4	3D	  2167	1.7	 16	  0	  1
2018-06-07	00:00:00	72	45.0311500	 6.4745850	5	3D	  2152	1.7	 17	  0	  1
2018-06-06	20:00:00	43	45.0312650	 6.4741383	7	3D	  2139	3.2	 14	 13	  6
2018-06-06	16:00:00	86	45.0362000	 6.4702333	5	3D	  2145	3.1	 14	 27	 22
2018-06-06	12:00:00	60	45.0312483	 6.4624350	6	3D	  2277	1.5	 17	  2	  0
2018-06-06	08:00:00	43	45.0302617	 6.4636467	4	3D	  2203	1.7	 18	  5	  4
2018-06-06	04:00:00		GPS Time Out				     0	0.0	 10	 59	 60
2018-06-06	00:00:00	42	45.0229117	 6.4645933	5	3D	  1912	1.2	 16	  5	  7
2018-06-05	20:00:00	43	45.0233283	 6.4643233	7	3D	  1964	1.7	 15	  0	  0
2018-06-05	16:00:00	43	45.0309050	 6.4667567	7	3D	  2142	1.1	 10	 18	 16
2018-06-05	12:00:00	43	45.0354400	 6.4623033	8	3D	  2338	0.9	 20	  1	  0
2018-06-05	08:00:00	42	45.0353333	 6.4624183	6	3D	  2357	1.2	 18	  1	  1
2018-06-05	04:00:00	42	45.0362133	 6.4722683	4	3D	  2110	1.8	  9	 13	 11
2018-06-05	00:00:00	59	45.0313383	 6.4743383	6	3D	  2156	1.2	 16	  0	  0
2018-06-04	20:00:00	72	45.0303200	 6.4737383	8	3D	  2088	2.1	 13	 35	 16
2018-06-04	16:00:00	42	45.0317017	 6.4734967	7	3D	  2085	1.1	 13	  3	  0
2018-06-04	12:00:00	42	45.0343917	 6.4760667	5	3D	  2235	1.7	 19	  0	  0
2018-06-04	08:00:00	42	45.0357317	 6.4754233	6	3D	  2203	1.7	 14	  0	  0
2018-06-04	04:00:00	42	45.0288600	 6.4752317	5	3D	  2088	1.7	  8	  6	  2
2018-06-04	00:00:00	41	45.0287567	 6.4768033	6	3D	  2099	1.0	 12	 15	  6
2018-06-03	20:00:00	42	45.0287983	 6.4767717	8	3D	  2103	1.4	 10	 19	  9
2018-06-03	16:00:00	42	45.0285317	 6.4764417	7	3D	  2078	1.1	 14	 13	  8
2018-06-03	12:00:00	42	45.0281900	 6.4760267	6	3D	  2070	1.4	 22	 12	  6
2018-06-03	08:00:00	43	45.0283350	 6.4761167	7	3D	  2068	1.2	 15	 18	 17
2018-06-03	04:00:00	42	45.0282417	 6.4757617	5	3D	  2039	1.5	  9	 12	 10
2018-06-03	00:00:00	42	45.0288250	 6.4765700	7	3D	  2120	1.0	 12	  3	  0
2018-06-02	20:00:00	42	45.0288683	 6.4762117	8	3D	  2103	1.5	 11	 10	  4
2018-06-02	16:00:00	73	45.0362733	 6.4688033	5	3D	  2244	2.4	 14	  4	  2
2018-06-02	12:00:00	43	45.0388150	 6.4649017	7	3D	  2459	1.1	 27	  2	  3
2018-06-02	08:00:00	43	45.0360133	 6.4649700	6	3D	  2300	1.7	 20	  0	  0
2018-06-02	04:00:00	43	45.0361167	 6.4675517	5	3D	  2212	1.5	 10	  6	  7
2018-06-02	00:00:00	43	45.0357383	 6.4693317	5	3D	  2276	1.4	  9	  3	  4
2018-06-01	20:00:00	42	45.0362383	 6.4690117	8	3D	  2211	1.4	 11	  7	  4
2018-06-01	16:00:00	43	45.0354000	 6.4695100	6	3D	  2163	1.4	 14	 14	  4
2018-06-01	12:00:00	42	45.0379500	 6.4577483	8	3D	  2550	0.9	 23	  0	  0
2018-06-01	08:00:00	43	45.0330383	 6.4563983	7	3D	  2300	1.2	 18	  0	  0
2018-06-01	04:00:00	73	45.0334883	 6.4551733	4	3D	  2218	3.8	 13	  0	  0
2018-06-01	00:00:00	67	45.0232200	 6.4642467	4	3D	  1979	2.3	 15	  1	  0
2018-05-31	18:00:00	43	45.0261150	 6.4672067	9	3D	  2107	0.9	 11	 12	 10
2018-05-31	12:00:00	43	45.0318067	 6.4675533	5	3D	  2049	2.2	 15	  5	  1
2018-05-31	06:00:00	44	45.0338583	 6.4753867	4	3D	  2193	21.8	  9	  9	  2
2018-05-31	00:00:00	59	45.0312417	 6.4748817	4	3D	  2160	3.7	 15	  0	  0
2018-05-30	18:00:00	43	45.0337217	 6.4755283	7	3D	  2181	1.5	  9	  6	  3
2018-05-30	12:00:00	85	45.0275617	 6.5096000	3	2D		4.6	 11	 28	 25
2018-05-30	06:00:00	78	45.0450467	 6.4880783	3	2D		16.8	 11	  6	  9
2018-05-30	00:00:00	68	45.0368033	 6.4739200	6	3D	  2215	1.4	 14	  2	  0
2018-05-29	18:00:00	45	45.0367783	 6.4731950	8	3D	  2183	1.1	 11	 13	  7
2018-05-29	12:00:00	46	45.0359783	 6.4649517	8	3D	  2301	1.2	 22	  3	  0
2018-05-29	06:00:00	46	45.0310400	 6.4677150	6	3D	  2092	1.3	  8	  8	  4
2018-05-29	00:00:00	45	45.0217533	 6.4658633	7	3D	  1899	1.2	  9	 16	  6
2018-05-28	18:00:00	45	45.0236467	 6.4668300	6	3D	  1969	1.3	 10	 13	 13
2018-05-28	12:00:00	45	45.0288567	 6.4665983	5	3D	  2102	1.9	 11	 12	  2
2018-05-28	06:00:00	45	45.0280167	 6.4666567	5	3D	  2103	1.9	  8	 10	  8
2018-05-28	00:00:00	44	45.0216967	 6.4658517	8	3D	  1889	1.1	 10	 12	  2
2018-05-27	18:00:00	45	45.0268483	 6.4696100	7	3D	  2042	1.2	 11	  8	  2
2018-05-27	12:00:00	45	45.0300350	 6.4642683	5	3D	  2182	2.0	 21	  7	  2
2018-05-27	06:00:00	45	45.0292267	 6.4642500	5	3D	  2222	1.9	 12	  6	  5
2018-05-27	00:00:00	44	45.0251083	 6.4647633	8	3D	  2148	1.2	 16	  0	  0
2018-05-26	18:00:00	46	45.0285083	 6.4683917	4	3D	  2016	1.5	 15	 10	  7
2018-05-26	12:00:00	46	45.0287467	 6.4644767	4	3D	  2178	4.1	 14	  3	  3
2018-05-26	06:00:00	46	45.0292600	 6.4642350	5	3D	  2219	1.5	 17	 19	  5
2018-05-26	00:00:00	45	45.0304583	 6.4658117	6	3D	  2182	1.3	 15	  0	  1
2018-05-25	18:00:00	72	45.0305733	 6.4685617	4	3D	  2047	1.9	 13	 20	 10
2018-05-25	12:00:00	46	45.0356200	 6.4626383	7	3D	  2343	1.5	 20	  0	  0
2018-05-25	06:00:00	45	45.0297150	 6.4650133	5	3D	  2182	1.4	 24	  0	  0
